2024-01-04 05:32:55,LATI,EKCH
2024-01-02 05:16:46,RKSI,VTBS
2024-01-01 13:46:23,SEQM,EKCH
2024-01-03 12:05:00,RKSI,OMDB
2024-01-02 18:55:23,OMDB,SPIM
2024-01-04 16:02:44,LATI,VTBS
2024-01-02 08:26:32,SVMI,WMKK
2024-01-01 17:33:26,EBCI,WSSS
2024-01-03 05:37:41,OMDB,SBBR
2024-01-03 23:15:50,VIDP,LBSF
2024-01-03 09:47:38,WMKK,SBBR
2024-01-02 22:36:08,OMDB,EBCI
2024-01-01 22:40:47,SVMI,WMKK
2024-01-02 07:15:01,EHAM,RPLL
2024-01-03 01:18:33,LOWW,RPLL
2024-01-01 00:29:58,LBSF,SEQM
2024-01-01 03:13:35,SCEL,SABE
2024-01-04 11:32:16,EBCI,SPIM
2024-01-01 05:59:10,WIII,VTBS
2024-01-03 17:32:42,ZBAA,RKSI
2024-01-03 05:28:39,RPLL,SEQM
2024-01-04 13:07:30,SCEL,LOWW
2024-01-03 02:59:46,SUAA,VIDP
2024-01-04 01:34:40,LATI,EDDI
2024-01-03 13:32:19,VIDP,WIII
2024-01-03 16:32:49,SGAS,ZBAA
2024-01-01 18:22:02,UMMS,SLLP
2024-01-03 05:31:50,SPIM,SCEL
2024-01-03 19:45:39,LBSF,SKBO
2024-01-02 23:46:42,SPIM,ZBAA
2024-01-04 01:04:08,LATI,SCEL
2024-01-01 11:08:00,SVMI,EBCI
2024-01-03 17:01:06,VTBS,SEQM
2024-01-01 17:59:57,RKSI,SLLP
2024-01-01 16:52:05,SBBR,SABE
2024-01-01 11:54:29,SKBO,VTBS
2024-01-02 06:34:12,SGAS,EHAM
2024-01-03 05:43:37,SEQM,UMMS
2024-01-01 09:20:39,EKCH,LOWW
2024-01-01 04:24:21,SKBO,SLLP
2024-01-01 03:42:56,LATI,SGAS
2024-01-01 10:35:34,OMDB,RPLL
2024-01-01 06:14:51,EDDI,WIII
2024-01-03 07:12:36,SABE,WIII
2024-01-02 05:01:27,WMKK,WSSS
2024-01-02 14:33:20,SEQM,RJTT
2024-01-04 09:54:39,LDZA,RPLL
2024-01-01 16:51:34,RPLL,RKSI
2024-01-01 01:40:53,SBBR,LBSF
2024-01-01 09:22:45,EBCI,SLLP
2024-01-04 05:18:34,VTBS,SLLP
2024-01-04 00:34:08,WMKK,RJTT
2024-01-01 11:31:47,VIDP,ZBAA
2024-01-03 14:33:34,VIDP,SLLP
2024-01-03 10:48:16,LKPR,LOWW
2024-01-02 20:17:54,VIDP,LKPR
2024-01-01 21:56:52,OMDB,LATI
2024-01-04 08:36:33,LBSF,UMMS
2024-01-04 10:03:58,SCEL,OMDB
2024-01-03 21:33:00,SLLP,RKSI
2024-01-02 12:39:34,UMMS,EHAM
2024-01-01 17:21:07,SEQM,EKCH
2024-01-02 16:26:06,WSSS,EKCH
2024-01-02 22:45:05,LOWW,VTBS
2024-01-04 04:43:41,RKSI,ZBAA
2024-01-03 18:36:39,LKPR,UMMS
2024-01-03 15:56:13,SPIM,RJTT
