2024-01-03 01:51:44,EDDI,EKCH
2024-01-01 01:10:03,SLLP,LDZA
2024-01-02 16:00:19,WMKK,EDDI
2024-01-01 23:57:46,EDDI,LKPR
2024-01-01 01:32:03,SUAA,EDDI
2024-01-02 16:54:40,SKBO,SABE
2024-01-02 16:20:55,UMMS,LDZA
2024-01-01 20:57:45,SKBO,VIDP
2024-01-01 16:14:32,VIDP,SPIM
2024-01-02 05:38:30,SVMI,WIII
2024-01-01 15:13:58,OMDB,RPLL
2024-01-02 16:06:32,EKCH,SBBR
2024-01-02 17:35:37,EDDI,RJTT
2024-01-03 08:57:25,VIDP,VTBS
2024-01-03 08:28:08,UMMS,SBBR
2024-01-02 11:33:17,EDDI,EBCI
2024-01-02 13:18:21,EDDI,LATI
2024-01-02 22:49:36,LDZA,RPLL
2024-01-03 15:23:53,WIII,SCEL
2024-01-02 16:17:25,LATI,WIII
2024-01-03 07:38:52,SPIM,RPLL
2024-01-03 06:24:01,VTBS,SGAS
2024-01-01 22:46:15,RJTT,SUAA
2024-01-01 20:04:41,LOWW,EKCH
2024-01-01 21:38:26,VTBS,RJTT
2024-01-01 15:37:14,SLLP,LATI
2024-01-03 18:25:28,SUAA,OMDB
2024-01-03 14:42:16,EDDI,RPLL
2024-01-01 18:23:38,EHAM,WMKK
2024-01-01 20:32:20,WMKK,LBSF
2024-01-01 13:13:56,LKPR,VIDP
2024-01-02 00:01:51,UMMS,WSSS
2024-01-03 10:52:14,SVMI,WIII
2024-01-02 23:47:47,VIDP,SABE
2024-01-01 09:49:46,LOWW,SUAA
2024-01-02 17:29:55,SABE,RKSI
2024-01-01 23:37:55,SVMI,EHAM
2024-01-03 19:21:21,EDDI,SGAS
2024-01-03 09:19:30,UMMS,RKSI
2024-01-02 15:26:45,SLLP,SPIM
2024-01-03 03:33:10,SKBO,SUAA
2024-01-03 01:44:24,RPLL,VIDP
2024-01-01 01:21:54,LOWW,SGAS
2024-01-01 11:23:06,LDZA,EDDI
2024-01-01 02:53:22,LDZA,UMMS
2024-01-01 12:31:51,SKBO,SEQM
2024-01-01 12:33:18,OMDB,EDDI
2024-01-02 08:11:34,LOWW,SEQM
2024-01-01 09:19:57,VIDP,EKCH
2024-01-02 11:20:31,SPIM,LOWW
2024-01-01 15:57:45,RJTT,WIII
2024-01-03 07:11:13,SGAS,RKSI
2024-01-03 23:00:48,SABE,VTBS
2024-01-02 23:06:51,EKCH,EDDI
2024-01-01 05:00:56,SCEL,LATI
2024-01-02 04:43:38,VIDP,ZBAA
2024-01-02 06:38:47,RKSI,SEQM
2024-01-02 03:28:27,WSSS,EKCH
2024-01-02 13:24:56,SPIM,WMKK
2024-01-01 20:52:56,SKBO,WMKK
2024-01-03 06:24:38,LDZA,WSSS
2024-01-03 20:21:19,EHAM,SABE
2024-01-01 04:31:14,WSSS,SPIM
2024-01-02 02:22:02,RKSI,SKBO
2024-01-02 06:21:21,VIDP,SABE
2024-01-02 18:03:46,RPLL,SLLP
2024-01-03 21:40:52,SABE,SBBR
2024-01-01 15:06:46,SVMI,VIDP
2024-01-02 09:58:27,EKCH,SCEL
2024-01-01 05:00:27,WIII,WMKK
2024-01-01 04:14:09,EDDI,EBCI
2024-01-03 22:34:10,OMDB,SLLP
2024-01-02 01:32:36,WIII,SABE
2024-01-02 14:00:16,WMKK,UMMS
2024-01-03 21:16:17,VIDP,UMMS
2024-01-02 23:18:56,ZBAA,RJTT
2024-01-01 07:40:41,LDZA,OMDB
2024-01-02 20:58:19,VTBS,SGAS
2024-01-02 16:01:09,SBBR,SCEL
2024-01-02 18:37:31,WIII,SCEL
2024-01-02 17:50:12,UMMS,RKSI
2024-01-02 06:20:22,EHAM,WIII
2024-01-02 12:07:02,RPLL,WSSS
2024-01-02 19:24:44,LBSF,UMMS
2024-01-02 11:15:59,VIDP,SKBO
2024-01-02 19:50:47,EDDI,ZBAA
2024-01-02 06:50:58,EKCH,EHAM
2024-01-01 09:34:13,WSSS,SUAA
2024-01-01 02:09:38,WMKK,RJTT
2024-01-03 22:49:44,SGAS,SPIM
2024-01-02 11:22:47,EBCI,EDDI
2024-01-01 22:50:23,OMDB,WIII
2024-01-01 21:33:12,SUAA,EKCH
2024-01-03 00:57:56,UMMS,WIII
2024-01-01 20:45:40,SUAA,SABE
2024-01-01 05:58:37,EKCH,UMMS
