SKBO,SEQM,03:34:00,06:18:00,0300
SEQM,SKBO,04:29:00,09:22:00,0320
SKBO,SEQM,11:34:00,15:01:00,0360
SEQM,SKBO,12:29:00,18:01:00,0360
SKBO,SEQM,19:34:00,00:27:00,0300
SEQM,SKBO,20:29:00,23:51:00,0340
SKBO,SVMI,04:22:00,10:35:00,0360
SVMI,SKBO,05:56:00,10:06:00,0340
SKBO,SVMI,12:22:00,17:52:00,0360
SVMI,SKBO,13:56:00,18:19:00,0340
SKBO,SVMI,20:22:00,03:51:00,0320
SVMI,SKBO,21:56:00,01:33:00,0300
SKBO,SBBR,07:53:00,12:22:00,0360
SBBR,SKBO,04:47:00,06:57:00,0360
SKBO,SBBR,15:53:00,21:49:00,0360
SBBR,SKBO,12:47:00,15:16:00,0340
SKBO,SBBR,23:53:00,06:48:00,0340
SPIM,SKBO,03:34:00,06:18:00,0300
SPIM,SBBR,04:29:00,09:22:00,0320
SPIM,LOWW,11:34:00,15:01:00,0360
SPIM,SKBO,03:34:00,06:18:00,0300
SPIM,SBBR,04:29:00,09:22:00,0320
SPIM,LOWW,11:34:00,15:01:00,0360
SPIM,SKBO,03:34:00,06:18:00,0300
SPIM,SBBR,04:29:00,09:22:00,0320
SPIM,LOWW,11:34:00,15:01:00,0360
SVMI,SABE,11:34:00,15:01:00,0360
